OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
3072,S0572,Dulles,0,Golden Solar LLC (Dulles),Riverside,2,Unit 1,SUN,11/17/2016 12:00:00 AM,0,-117.51740061,34.029799095
3073,S0595,Milliken Landfill Solar,0,Not Available,San Bernardino,3,Unit 1,BAT,6/23/2017 12:00:00 AM,0,-117.568207972,34.0391904250001
3074,S0119,SPVP001 Etiwanda Rooftop Solar (Merged with S0191),1,Southern California Edison (SCE),San Bernardino,2.44,1,SUN,11/1/2008 12:00:00 AM,0,-117.517024557,34.08141284
3075,S9167,SPVP012 Ontario,0,Southern California Edison (SCE),San Bernardino,0.5,1,SUN,1/1/2011 12:00:00 AM,0,-117.561861166,34.0420501770001
3076,E0206,MN Milliken Genco LLC (Retired 2014),1,OPAL Fuels,San Bernardino,2.2,"1, 2",LFG,7/1/2003 12:00:00 AM,0,-117.558669132,34.0364916
3077,E0209,MN Mid Valley Genco LLC (retired 12/31/2016),1,OPAL Fuels,San Bernardino,2.6,"1, 2",LFG,6/1/2003 12:00:00 AM,0,-117.42733605,34.142523501
3078,G0280,Ontario Mill (New-Indy Containerboard),0,New-Indy Ontario LLC,San Bernardino,32,"GEN1, North, South",NG,6/1/1985 12:00:00 AM,0,-117.54035882,34.0453968620001
3079,G0201,Etiwanda Generating Station (Retired 6/1/2018),1,NRG Marsh Landing LLC,San Bernardino,1049.09,"UNIT 1, UNIT 2, UNIT 3, UNIT 4, UNIT 5",NG,7/10/1953 12:00:00 AM,0,-117.527171544,34.090994648
3080,S9414,Champagne Solar PV,0,Sacramento PV Energy LLC,San Bernardino,1.23,1,SUN,1/3/2014 12:00:00 AM,0,-117.5308103,34.0446557130001
3081,W0397,IEUA,0,Foundation Windpower,San Bernardino,1,WPRS 1,WND,6/1/2011 12:00:00 AM,0,-117.526442458,34.084939639
3083,G0911,Agua Mansa Power Plant,0,City of Colton,San Bernardino,60.5,Unit 1,NG,5/18/2003 12:00:00 AM,0,-117.360452023,34.041617107
3084,H0372,Ontario 1,0,Southern California Edison (SCE),San Bernardino,0.6,1,WAT,12/1/1902 12:00:00 AM,0,-117.256774303,34.084363056
3085,H0373,Ontario 2,0,Southern California Edison (SCE),San Bernardino,0.32,1,WAT,6/1/1963 12:00:00 AM,0,-117.251821224,34.0855441590001
3086,G0523,Mountainview Power - Retired December 2005,1,Southern California Edison (SCE),San Bernardino,120,"MV 1, MV 2",NG,8/1/1957 12:00:00 AM,0,-117.240713027,34.081985327
3087,S0158,SPVP005 Redlands,0,Southern California Edison (SCE),San Bernardino,3.4,1,SUN,8/1/2011 12:00:00 AM,0,-117.231104021,34.0863175920001
3088,S0185,SPVP007 Redlands,0,Southern California Edison (SCE),San Bernardino,3.2,1,SUN,12/29/2010 12:00:00 AM,0,-117.228082494,34.0863644410001
3089,S0189,SPVP011 Redlands RDC 4,0,Southern California Edison (SCE),San Bernardino,5.02,1,SUN,10/10/2011 12:00:00 AM,0,-117.241007359,34.076027803
3090,S0190,SPVP013 Redlands,0,Southern California Edison (SCE),San Bernardino,4.93,1,SUN,9/15/2011 12:00:00 AM,0,-117.234812013,34.083533994
3091,S0192,SPVP016 Redlands,0,Southern California Edison (SCE),San Bernardino,1.75,1,SUN,5/18/2011 12:00:00 AM,0,-117.234213995,34.0857074890001
3092,S0195,SPVP022 Redlands,0,Southern California Edison (SCE),San Bernardino,3.09,1,SUN,11/15/2010 12:00:00 AM,0,-117.213436946,34.0800034430001
3093,S0198,SPVP028 San Bernardino (Vista 28),0,Southern California Edison (SCE),San Bernardino,4.86,1,SUN,12/20/2011 12:00:00 AM,0,-117.274328812,34.0948351480001
3094,S0322,SPVP048 Redlands,0,Southern California Edison (SCE),San Bernardino,5,1,SUN,8/12/2014 12:00:00 AM,0,-117.228079053,34.0826554060001
3095,S0361,Patton State Hospital II ,0,Not Available,San Bernardino,0.99,1,SUN,7/3/2012 12:00:00 AM,0,-117.214588944,34.1424341470001
3096,S0370,Kohl's - San Bernardino - Mill,0,EDP Renewables North America LLC,San Bernardino,1,1,SUN,11/28/2007 12:00:00 AM,0,-117.266770322,34.094878179
3097,S0377,Kohl's - San Bernardino - Central,0,Silicon Ranch Corporation,San Bernardino,1,1,SUN,8/24/2012 12:00:00 AM,0,-117.267019891,34.0853609980001
3098,S0451,SunE - San Bernardino,0,Not Available,San Bernardino,1.9,Unit 1,SUN,10/16/2015 12:00:00 AM,0,-117.247683793,34.1003757920001
3099,S0452,SunE - Redlands,0,Not Available,San Bernardino,1.83,Unit 1,SUN,10/16/2015 12:00:00 AM,0,-117.229481936,34.076201466
3100,S9153,Loma Linda VA Health Care System,0,Not Available,San Bernardino,2.83,"1, 2",SUN,1/1/2012 12:00:00 AM,0,-117.25018806,34.050146007
3101,E0204,MN Colton Genco LLC (Retired 2013),1,OPAL Fuels,San Bernardino,1.3,1,LFG,4/1/2004 12:00:00 AM,0,-117.340219529,34.04734318
3102,G0317,Loma Linda University Cogeneration,0,Loma Linda University,San Bernardino,10.4,"GEN1, GEN2, GEN3",NG,11/1/1989 12:00:00 AM,0,-117.26269568,34.051275043
3103,G0259,Riverside Canal Power (Retired 12/31/2004),1,Riverside Canal Power Co Inc,San Bernardino,140,"RC 1, RC 2, RC 3, RC 4",NG,8/1/1952 12:00:00 AM,0,-117.33142799,34.023024149
3104,G0795,Mountainview Generating Station,0,Southern California Edison (SCE),San Bernardino,1110,"Unit 3, Unit 4",NG,12/10/2005 12:00:00 AM,1,-117.241913263,34.081723154
3105,G0821,Alliance Drews (Agua Mansa Colton),0,San Joaquin Energy,San Bernardino,45.56,"D1, D2, D3, D4",NG,8/1/2001 12:00:00 AM,1,-117.353776034,34.0606801010001
3106,G0842,Alliance Century,0,San Joaquin Energy,San Bernardino,45.56,"Unit 1, Unit 2, Unit 3, Unit 4",NG,9/1/2001 12:00:00 AM,1,-117.307229354,34.0598475350001
3107,H0331,Mill Creek 1,0,Southern California Edison (SCE),San Bernardino,0.8,1,WAT,1/17/1935 12:00:00 AM,0,-117.077306876,34.0739809780001
3108,H0332,Mill Creek 2,0,Southern California Edison (SCE),San Bernardino,0.25,1,WAT,8/1/1904 12:00:00 AM,0,-117.06843193,34.077257425
3109,H0333,Mill Creek 3,0,Southern California Edison (SCE),San Bernardino,3,"3, 4, 5",WAT,3/1/1903 12:00:00 AM,0,-117.039433181,34.0879847520001
3110,H0462,Santa Ana 3,0,Southern California Edison (SCE),San Bernardino,3.1,1,WAT,4/1/1947 12:00:00 AM,0,-117.099067388,34.107591756
3111,E0210,RCWMD Badlands Power Plant,1,County of Riverside Waste Management Department,Riverside,1.3,1,LFG,2/1/2001 12:00:00 AM,0,-117.121494658,33.9550692560001
3112,H0445,San Gorgonio 1,1,Southern California Edison (SCE),Riverside,1.5,1,WAT,12/1/1923 12:00:00 AM,0,-116.894900272,34.018565278
3113,S0169,Coronus Yucca Valley East 1,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 12:00:00 AM,0,-116.370246517,34.1235559720001
3114,S0170,Coronus Yucca Valley East 2,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 12:00:00 AM,0,-116.370433773,34.1235492170001
3115,S0171,Coronus Yucca Valley East 3,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2014 12:00:00 AM,0,-116.37022157,34.122971674
3116,S0172,Coronus Joshua Tree East 1,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 12:00:00 AM,0,-116.224496671,34.1341392410001
3117,S0173,Coronus Joshua Tree East 2,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 12:00:00 AM,0,-116.224358595,34.1341363060001
3118,S0174,Coronus Joshua Tree East 3,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 12:00:00 AM,0,-116.22422038,34.1341404340001
3119,G0658,Centaur Generator Facility (Shut Down 8/1/08),1,Vintage Petroleum Inc,Ventura,3.5,HG88583,NG,12/1/1988 12:00:00 AM,0,-119.365038166,34.318667442
3120,G1041,McGrath Peaker,0,Southern California Edison (SCE),Ventura,49,1,NG,11/1/2012 12:00:00 AM,0,-119.247657766,34.2056331150001
3121,S0368,Procter & Gamble - Oxnard,0,EDP Renewables North America LLC,Ventura,1,1,SUN,9/25/2009 12:00:00 AM,0,-119.134403909,34.209705544
3122,S0450,SunE - Oxnard,0,Not Available,Ventura,2.7,Unit 1,SUN,10/16/2015 12:00:00 AM,0,-119.164120467,34.1925572110001
3123,E0125,Oxnard - Closed December 2009,1,Pacific Recovery Corp,Ventura,14.85,"1, 3-Jan, 2, 3",LFG,12/1/1985 12:00:00 AM,0,-119.211469314,34.2332999160001
3124,G0180,EF Oxnard  Inc.,0,EF Oxnard Inc,Ventura,48.5,Unit 1,NG,6/1/1990 12:00:00 AM,0,-119.166478084,34.195878479
3125,G0330,Mandalay Generating Station (Retired 2/6/2018),1,GenOn Holdings Inc.,Ventura,573.33,"UNIT 1, UNIT 2, UNIT 3",NG,5/1/1959 12:00:00 AM,0,-119.25084038,34.206548437
3126,G0468,The Procter & Gamble Paper Products Co.,0,Procter & Gamble Paper Products Company,Ventura,69.8,"1, 2",NG,3/1/1982 12:00:00 AM,0,-119.140569674,34.209732495
3127,G1046,Glass House Camarillo,0,Glass House Camarillo,Ventura,13.05,"1, 2, 3",NG,9/1/2012 12:00:00 AM,0,-119.082857947,34.178149434
3128,H0076,Springville Reservoir,0,Calleguas Municipal Water District,Ventura,1,1,WAT,1/1/1994 12:00:00 AM,0,-119.069113305,34.21301465
3129,G0403,CI Power Cogeneration Plant (OLS Camarillo),0,CI Power Cogeneration Plant,Ventura,31.2,"Unit GTG, Unit STG",NG,4/1/1987 12:00:00 AM,0,-119.047880126,34.1620870680001
3130,E0227,Calabasas Gas-to-Energy Facility,0,Sanitation Districts of Los Angeles County,Los Angeles,13.8,"Gen-1, Gen-2, Gen-3",LFG,7/12/2010 12:00:00 AM,0,-118.721140333,34.147766254
3131,E0208,Simi Valley Landfill (Retired 9/30/2016),1,WM Energy Solutions Inc,Ventura,2.7,"1, 2",LFG,12/1/2004 12:00:00 AM,0,-118.801857281,34.2918343000001
3132,H0078,East Portal Generator,0,Calleguas Municipal Water District,Los Angeles,1.25,4022,WAT,1/1/1984 12:00:00 AM,0,-118.624035521,34.262032946
3133,S0181,Pierce College LACCD,0,Los Angeles Community College District,Los Angeles,2.1,3_SIPs,SUN,10/19/2010 12:00:00 AM,0,-118.574683386,34.183761309
3134,S0219,LAPC Carport Shade Structures (Los Angeles Pierce College),0,Los Angeles Community College District,Los Angeles,2.09,"1, 2",SUN,8/19/2010 12:00:00 AM,0,-118.582339252,34.185551864
3135,S9158,Los Angeles Community College District,0,Not Available,Los Angeles,2.28,1,SUN,1/1/2013 12:00:00 AM,0,-118.58007072,34.183277527
3136,G0899,Olive View Medical Center,0,LA County ISD (Health Services),Los Angeles,5.78,"GTU #1, GTU #2",NG,7/1/1985 12:00:00 AM,0,-118.44394058,34.3263927720001
3137,H0189,Foothill,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,9.9,Unit 1,WAT,10/6/1971 12:00:00 AM,0,-118.494368392,34.318191567
3138,H0211,Greg Avenue (Retired 3/6/2019),1,Metropolitan Water District,Los Angeles,1,1,WAT,9/1/1979 12:00:00 AM,0,-118.351526096,34.208060055
3139,H0438,San Fernando,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,6.4,"Unit 1, Unit 2",WAT,10/22/1922 12:00:00 AM,0,-118.385533315,34.2605700400001
3140,H0616,North Hollywood Pumping Plant,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,1,Unit 1,WAT,1/1/1993 12:00:00 AM,0,-118.390835121,34.194486849
3141,S9155,Sepulveda Ambulatory Care Center,0,Not Available,Los Angeles,4,1,SUN,1/1/2012 12:00:00 AM,0,-118.477654435,34.243890241
3142,E0153,Bradley Landfill (Retired 12/20/2015),1,Los Angeles Department of Water & Power (LADWP),Los Angeles,6,1,LFG,1/1/2001 12:00:00 AM,0,-118.380523431,34.2418706460001
3143,E0168,MM Lopez Energy LLC,0,OPAL Fuels,Los Angeles,3.05,"GEN 1, GEN 2",LFG,1/1/1999 12:00:00 AM,0,-118.389561162,34.2926083770001
3144,E0142,Penrose Landfill - Retired December 2005,1,SCS Energy,Los Angeles,18.65,"1, 2, 3, 4, 5, G1, G2, G3, G4, G5",LFG,12/1/1985 12:00:00 AM,0,-118.379818639,34.2213535120001
3145,E0258,Sunshine Gas Producers Renewable Energy Project,0,Sunshine Gas Producers LLC,Los Angeles,23,"1, 2, 3, 4, 5",LFG,9/1/2014 12:00:00 AM,0,-118.519180569,34.335676489
3146,G0648,Valley Generating Station,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,681.96,"Unit #1, Unit #2, Unit #3, Unit #4, Unit #5, Unit #6, Unit #7, Unit #8",NG,1/1/1954 12:00:00 AM,0,-118.390890192,34.2446643540001
3147,E0143,Toyon Landfill Gas Conversion LLC (Indef Shutdown 6/2015),0,Toyon Landfill Gas Conversion LLC,Los Angeles,3.76,"1, 2, 3, 4, 5, G1, G2",LFG,12/1/1985 12:00:00 AM,0,-118.304913784,34.1462946460001
3148,G0063,Lake 1,0,Burbank Water and Power,Los Angeles,60.5,Lake 1,NG,6/22/2002 12:00:00 AM,0,-118.314749388,34.1773625430001
3149,G0236,Grayson,0,City of Glendale,Los Angeles,49,"1, 2, 3, 4, 5, 6, 7, 8-A, 8-B/C, 9",NG,4/15/1941 12:00:00 AM,0,-118.278872943,34.155431637
3150,G0329,Magnolia,0,Burbank Water and Power,Los Angeles,387.6,"5-Apr, GT, ST",NG,9/1/1953 12:00:00 AM,1,-118.314218011,34.178296604
3151,G0410,Olive,0,Burbank Water and Power,Los Angeles,109.8,"Olive 1, Olive 2, Olive 3, Olive 4",NG,1/1/1958 12:00:00 AM,0,-118.314422098,34.1768698380001
3152,G0762,St Luke Medical Center,1,St Luke Medical Center,Los Angeles,1,1,NG,1/1/1984 12:00:00 AM,0,-118.095134403,34.168500653
3153,H0014,Azusa,0,City of Pasadena,Los Angeles,3,1,WAT,2/1/1949 12:00:00 AM,0,-117.908366543,34.1550114510001
3154,H0442,San Gabriel Hydroelectric Project,0,Los Angeles County Flood Control District,Los Angeles,4.98,"U1, U2",WAT,12/1/1987 12:00:00 AM,0,-117.855697489,34.204311068
3155,H0479,Sierra,0,Southern California Edison (SCE),San Bernardino,0.48,"1, 2",WAT,1/1/1922 12:00:00 AM,0,-117.683959696,34.155401866
3156,H0187,Fontana,0,Southern California Edison (SCE),San Bernardino,1.9,1,WAT,12/1/1917 12:00:00 AM,0,-117.397302733,34.1552806890001
3157,H0298,Lytle Creek,0,Southern California Edison (SCE),San Bernardino,0.5,1,WAT,7/21/1947 12:00:00 AM,0,-117.486326812,34.2316234670001
3158,G1048,California State - San Bernardino Fuel Cell Unit,0,Southern California Edison (SCE),San Bernardino,1.4,1,NG,7/13/2013 12:00:00 AM,0,-117.324027324,34.185915434
3159,H0137,Devil Canyon,0,California Department of Water Resources,San Bernardino,276.46,"1, 2, 3, 4",WAT,12/1/1972 12:00:00 AM,0,-117.334610981,34.205611075
3160,H0337,Mojave Siphon,0,California Department of Water Resources,San Bernardino,32.79,"1, 2, 3",WAT,8/1/1996 12:00:00 AM,0,-117.323131135,34.307759235
3161,H0460,Santa Ana 1,0,Southern California Edison (SCE),San Bernardino,3.2,"1, 2, 3, 4",WAT,1/1/1899 12:00:00 AM,0,-117.05867378,34.145488205
3162,G0930,Bear Valley Power Plant,0,Golden State Water Company (BVES),San Bernardino,8.4,"1, 2, 3, 4, 5, 6, 7",NG,1/1/2005 12:00:00 AM,0,-116.885303623,34.246724596
3163,G1074,Big Bear Area Regional Wastewater Agency,0,Big Bear Area Regional Wastewater Agency,San Bernardino,1.1,"Cummins 1, Cummins 2, Waukesha",NG,7/15/2003 12:00:00 AM,0,-116.815539365,34.2700308820001
3164,S0164,SEPV 2 (Gestamp - GASNA),0,X-Elio North America Inc.,San Bernardino,2,1,SUN,6/1/2012 12:00:00 AM,0,-116.153274382,34.174678242
3165,S0165,Coronus 29-Palms North 1,0,Coronus,San Bernardino,1.5,Unit 1,SUN,1/15/2014 12:00:00 AM,0,-116.072110238,34.1760928580001
3166,S0166,Coronus 29-Palms North 2,0,Coronus,San Bernardino,1.5,Unit 1,SUN,1/15/2014 12:00:00 AM,0,-116.072111688,34.1761717370001
3167,S0167,Coronus 29-Palms North 3,0,Coronus,San Bernardino,1.5,Unit 1,SUN,1/15/2014 12:00:00 AM,0,-116.072100854,34.1760135070001
3168,S0289,Cascade Solar PV,0,Longroad Energy,San Bernardino,18.5,1,SUN,3/19/2014 12:00:00 AM,0,-116.236566169,34.165711822
3169,S9409,Highlander Solar 1 (SEPV8),0,Deriva Energy,San Bernardino,12,SEPV8,SUN,6/12/2013 12:00:00 AM,0,-116.152698412,34.1706074320001
3170,S9410,Highlander Solar 2 (SEPV9),0,Deriva Energy,San Bernardino,9,SEPV9,SUN,6/11/2013 12:00:00 AM,0,-116.092121394,34.191444716
3171,H0381,Parker,0,United States Bureau of Reclamation,San Bernardino,120,"UNIT 1, UNIT 2, UNIT 3, UNIT 4",WAT,12/1/1942 12:00:00 AM,0,-114.140267917,34.2953213920001
3172,G0453,Point Arguello Pipeline Co.(Gaviota) (Retired 12/31/2019),1,Freeport-McMoRan Oil & Gas,Santa Barbara,17.5,"GENA, GENB, GENC, GEND, GENE",NG,12/1/1987 12:00:00 AM,0,-120.205105444,34.475207664
3173,E0095,MM Tajiguas Energy LLC,1,OPAL Fuels,Santa Barbara,3.05,Unit 1,LFG,8/1/2000 12:00:00 AM,0,-120.128295991,34.477125232
3174,G0202,Sable Offshore Corp Las Flores Canyon,0,Sable Offshore Corp,Santa Barbara,49.8,"ZAN-2501, ZAN-2507",NG,9/15/1993 12:00:00 AM,0,-120.04234496,34.4835874560001
3175,G0195,Ellwood Generating Station,0,GenOn Holdings Inc.,Santa Barbara,56.7,UNIT 1,NG,8/1/1974 12:00:00 AM,0,-119.899981532,34.4313876200001
3176,G0578,UCSB Fuel Cell,0,Southern California Edison (SCE),Santa Barbara,0.2,1,NG,8/10/2012 12:00:00 AM,0,-119.842764298,34.415452687
3177,G0643,Rincon Facility (Retired 12/31/2005),1,Dos Cuadras Offshore Resources LLC,Ventura,3,GEN1,NG,3/1/1992 12:00:00 AM,0,-119.422797298,34.3555118460001
3178,E0256,Toland Road Landfill (Ventura) (Retired 6/1/2019),1,Ventura Regional Sanitation District,Ventura,2.25,1,LFG,7/1/2009 12:00:00 AM,0,-118.997903951,34.4007967740001
3179,H0533,Santa Felicia,0,United Water Conservation District,Ventura,1.42,"UNIT 1, UNIT 2",WAT,6/1/1987 12:00:00 AM,0,-118.752409433,34.4595636060001
3180,H0188,Foothill Feeder,0,Metropolitan Water District,Los Angeles,9.04,"1, 2",WAT,4/1/1981 12:00:00 AM,0,-118.609237304,34.514732592
3181,H0440,San Francisquito 2,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,46,"Unit 1, Unit 2, Unit 3",WAT,7/6/1919 12:00:00 AM,0,-118.525045395,34.534356476
3182,E0250,Ameresco Chiquita Energy,0,Ameresco Inc,Los Angeles,9.2,"Unit 1, Unit 2",LFG,11/23/2010 12:00:00 AM,0,-118.644358099,34.430293383
3183,G0157,"Pitchess Cogeneration Station (Retired November 2, 2018)",1,County of Los Angeles,Los Angeles,28.75,"CTG, STG",NG,7/31/1987 12:00:00 AM,0,-118.593544274,34.4637093630001
3184,G0032,Berry Placerita Cogen,0,Shadow Wolf Energy,Los Angeles,42.8,"Cogen 42, Cogen 42-2",NG,3/1/1990 12:00:00 AM,0,-118.494873005,34.3840841570001
3185,G0006,CES Placerita Inc.  (CESP) - Retired December 2010,1,Clean Energy Systems Inc,Los Angeles,120,"UNIT 1, UNIT 2, UNIT 3",NG,6/1/1988 12:00:00 AM,0,-118.500456756,34.3814881490001
3186,S0543,Pearblossom Solar,0,SunPower Capital Services,Los Angeles,9.5,M1340,SUN,12/29/2016 12:00:00 AM,0,-117.916271058,34.512702588
3187,S0279,RE Victor Phelan Solar One,0,MN8 Energy,San Bernardino,17.5,1,SUN,12/6/2013 12:00:00 AM,0,-117.47484156,34.512425067
3188,S0351,Snowline - Duncan Road (North),0,Not Available,San Bernardino,1.5,1,SUN,10/2/2014 12:00:00 AM,0,-117.562233079,34.473176493
3189,S0352,Snowline - Duncan Road (South),0,Not Available,San Bernardino,1,1,SUN,10/2/2014 12:00:00 AM,0,-117.563587026,34.4745777100001
3190,S0353,Snowline - White Road (North),0,Not Available,San Bernardino,1.5,1,SUN,11/25/2014 12:00:00 AM,0,-117.469708046,34.4174936110001
3191,S0354,Snowline - White Road (South),0,Not Available,San Bernardino,1.5,1,SUN,10/2/2014 12:00:00 AM,0,-117.469644395,34.4147504270001
3192,S0355,Snowline - White Road (Central),0,Not Available,San Bernardino,1.5,1,SUN,11/25/2014 12:00:00 AM,0,-117.469525119,34.4126459240001
3193,S0417,Victor Dry Farm Ranch A,0,S-Power (Sustainable Power Group),San Bernardino,5,VDFRA,SUN,6/8/2015 12:00:00 AM,0,-117.469890199,34.4979335730001
3194,S0418,Victor Dry Farm Ranch B,0,S-Power (Sustainable Power Group),San Bernardino,5,VDFRB,SUN,6/8/2015 12:00:00 AM,0,-117.472327854,34.49785996
3195,S0419,Victor Mesa Linda D2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,VMLD2,SUN,11/1/2014 12:00:00 AM,0,-117.386984771,34.5094348920001
3196,S0420,Victor Mesa Linda E2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,VMLE2,SUN,11/1/2014 12:00:00 AM,0,-117.387536667,34.508790569
3197,S9274,Victor Mesa Linda B2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-117.387843474,34.5134347630001
3198,S9285,Victor Mesa Linda C2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,11/10/2014 12:00:00 AM,0,-117.38682634,34.511842911
3199,S0168,SunEdison Hesperia Solar PV,0,Not Available,San Bernardino,1.5,1,SUN,8/4/2014 12:00:00 AM,0,-117.376956154,34.434491425
3200,S0360,SolFocus - Victor Valley Community College,0,Not Available,San Bernardino,1.25,1,SUN,6/30/2010 12:00:00 AM,0,-117.257358129,34.4801202510001
3201,S9281,Powhatan Solar Power Generation Station 1,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,12/1/2013 12:00:00 AM,0,-117.144126277,34.496645818
3202,S9283,Drew Energy  LLC,0,Not Available,San Bernardino,1,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-117.153945126,34.5095098400001
3203,S0328,Lone Valley Solar Park 1,0,EDP Renewables North America LLC,San Bernardino,10,1,SUN,10/1/2014 12:00:00 AM,0,-116.865851872,34.3970296000001
3204,S0329,Lone Valley Solar Park 2,0,EDP Renewables North America LLC,San Bernardino,20,2,SUN,10/1/2014 12:00:00 AM,0,-116.862488019,34.4083280240001
3205,H0567,William E. Warne,0,California Department of Water Resources,Los Angeles,74.3,"1, 2",WAT,11/1/1982 12:00:00 AM,0,-118.788185224,34.6851876330001
3206,H0039,Castaic Efficiency (Small Hydro),0,Los Angeles Department of Water & Power (LADWP),Los Angeles,9,Unit 1,WAT,10/1/1978 12:00:00 AM,0,-118.656335107,34.586758279
3207,H0090,Castaic (Pumped Storage),0,Los Angeles Department of Water & Power (LADWP),Los Angeles,1331,"Unit #1, Unit #2, Unit #3, Unit #4, Unit #5, Unit #6, Unit #7",WAT,9/1/1973 12:00:00 AM,0,-118.656599817,34.5874314500001
3208,H0441,San Francisquito 1,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,69.38,"Unit #1A, Unit #3, Unit #4, Unit #5A",WAT,5/1/1983 12:00:00 AM,0,-118.454699565,34.590169287
3209,S0239,TA High Desert Antelope Power Plant,0,Clearway Energy,Los Angeles,20,1,SUN,3/25/2013 12:00:00 AM,0,-118.304709747,34.7088840760001
3210,S0261,Radiance Solar 4,0,QE - Foresight Group US,Los Angeles,1.5,1,SUN,7/1/2013 12:00:00 AM,0,-118.288315932,34.666176319
3211,S0262,Radiance Solar 5,0,QE - Foresight Group US,Los Angeles,1.5,1,SUN,7/1/2013 12:00:00 AM,0,-118.287005451,34.6646456280001
3212,S0271,Western Antelope Blue Sky Ranch A ,0,S-Power (Sustainable Power Group),Los Angeles,20,1,SUN,11/1/2014 12:00:00 AM,0,-118.329969001,34.686546847
